statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
43146,.39993376,,,,-.8206405,.67345083,-.55266106,.45353603,0,0,1.513369,1.6131908,0,0,0,0,0,
43146,.26508716,0,1,0,-.20013249,.040053014,-.0080159092,.0016042439,1.2352941,1.2941177,1.1764706,1.2941177,0,0,0,0,0,.26508716
43146,.45766222,.39993376,1,.41176471,-.46982571,.22073621,-.10370754,.048724473,0,0,0,0,0,0,0,0,0,.057728469
43146,,.26508716,,0,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
43154,.70526797,,,,.13672519,.018693777,.00255591,.00034945729,9,9,.7621212,.97929293,1,.13672519,.018693777,.00255591,.00034945729,
43154,.70423204,.56836259,1,1,.41053593,.16853975,.069191627,.028405648,10,10,0,0,1,.41053593,.16853975,.069191627,.028405648,.13586944
43154,.74172992,.70526797,1,1,.4084641,.16684292,.068149343,.027836561,11,11,0,0,1,.4084641,.16684292,.068149343,.027836561,.036461949
43154,.65369618,.70423204,1,1,.48345986,.23373343,.11300074,.054631319,12,12,0,0,1,.48345986,.23373343,.11300074,.054631319,-.050535858
43154,,.74172992,,1,.30739236,.094490059,.029045522,.0089283716,13,13,0,1,1,.30739236,.094490059,.029045522,.0089283716,
43155,.34285641,,,,-.14130589,.019967355,-.0028215051,.00039869529,1,1,.56169873,.63461536,0,0,0,0,0,
43155,.56257045,.42934707,1,0,-.31428719,.098776437,-.031044168,.009756784,0,0,1,1,0,0,0,0,0,.13322338
43155,.33900797,.34285641,1,0,.12565684,.015789643,.0019840766,.00024931281,3.5,3.5833333,.41666666,.5,1,.12565684,.015789643,.0019840766,.00024931281,-.0038484335
43155,0,.56257045,1,.66666669,-.32198405,.10367373,-.033381287,.010748242,0,0,0,0,0,0,0,0,0,-.56257045
43155,,.33900797,,0,-.97774422,.95598376,-.93470758,.91390496,0,0,3,3,0,0,0,0,0,
43156,.4620398,,,,.013544589,.00018345589,2.4848348e-06,3.3656068e-08,1,1,1.513369,1.6131908,1,.013544589,.00018345589,2.4848348e-06,3.3656068e-08,
43156,.42900315,.50677228,1,1,-.075920373,.0057639033,-.00043759769,.000033222579,0,0,0,0,0,0,0,0,0,-.07776913
43156,.36916634,.4620398,1,0,-.085196942,.0072585191,-.0006184036,.000052686097,0,0,1,1,0,0,0,0,0,-.092873454
43156,,.42900315,,0,-.26166728,.068469763,-.017916298,.0046881088,0,1,2,2,0,0,0,0,0,
43165,.56371647,,,,.35788402,.12808096,.045838133,.016404735,0,0,.56169873,.63461536,1,.35788402,.12808096,.045838133,.016404735,
43165,.69654882,.67894202,1,1,.12743291,.016239148,.0020694018,.0002637099,1,1,0,0,1,.12743291,.016239148,.0020694018,.0002637099,.017606795
43165,.69404471,.56371647,1,1,.39309764,.15452576,.060743708,.023878209,2,2,0,0,1,.39309764,.15452576,.060743708,.023878209,.13032824
43165,.51008761,.69654882,1,1,.38808942,.1506134,.058451466,.022684395,3,3,0,0,1,.38808942,.1506134,.058451466,.022684395,-.18646121
43165,,.69404471,,1,.021776736,.00047422622,.0000103271,2.2489051e-07,3.6428571,3.6428571,1.125,1.25,1,.021776736,.00047422622,.0000103271,2.2489051e-07,
43166,.4193356,,,,-.21691373,.047051568,-.01020613,.0022138499,0,0,1.513369,1.6131908,0,0,0,0,0,
43166,.35997173,.39154312,1,0,-.16132879,.026026979,-.0041989014,.00067740364,0,1,0,0,0,0,0,0,0,-.031571388
43166,.45766222,.4193356,1,0,-.28005651,.078431644,-.021965293,.0061515234,0,0,1,1,0,0,0,0,0,.038326621
43166,,.35997173,,0,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
43175,.52736062,,,,.22461617,.050452422,.01133243,.0025454471,3.875,3.875,.56169873,.63461536,1,.22461617,.050452422,.01133243,.0025454471,
43175,.56257045,.61230808,1,.6875,.05472644,.0029949832,.00016390477,8.9699251e-06,4.0833335,4.0833335,.16666667,.25,1,.05472644,.0029949832,.00016390477,8.9699251e-06,-.049737632
43175,.48981196,.52736062,1,.66666669,.12565684,.015789643,.0019840766,.00024931281,3.5,3.5833333,.41666666,.5,1,.12565684,.015789643,.0019840766,.00024931281,-.037548661
43175,.78316718,.56257045,1,.66666669,-.020293029,.00041180704,-8.3568120e-06,1.6958502e-07,2.9230769,3,.53846157,.53846157,0,0,0,0,0,.22059673
43175,,.48981196,,.46153846,.5663442,.32074577,.1816525,.10287784,3,3,1.125,1.25,1,.5663442,.32074577,.1816525,.10287784,
43176,1,,,,1,1,1,1,0,0,1.513369,1.6131908,1,1,1,1,1,
43176,.88754517,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,-.11245483
43176,.45766222,1,1,1,.77509034,.60076505,.46564716,.36091861,2,2,0,0,1,.77509034,.60076505,.46564716,.36091861,-.54233778
43176,,.88754517,,1,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
43185,.60531443,,,,.42432347,.1800504,.076399617,.03241815,9,9,.56169873,.63461536,1,.42432347,.1800504,.076399617,.03241815,
43185,.73535031,.71216172,1,1,.21062887,.044364519,.0093444483,.0019682106,10,10,0,1,1,.21062887,.044364519,.0093444483,.0019682106,.023188591
43185,.48981196,.60531443,1,1,.47070062,.22155908,.104288,.049088422,11,11,0,0,1,.47070062,.22155908,.104288,.049088422,-.11550248
43185,.39615184,.73535031,1,1,-.020293029,.00041180704,-8.3568120e-06,1.6958502e-07,2.9230769,3,.53846157,.53846157,0,0,0,0,0,-.33919847
43185,,.48981196,,.46153846,-.20768559,.043133304,-.0089581655,.0018604819,0,0,1.125,1.25,0,0,0,0,0,
43186,.39993376,,,,-.33533466,.11244933,-.03770816,.012644853,0,0,1.513369,1.6131908,0,0,0,0,0,
43186,0,.33233267,1,0,-.20013249,.040053014,-.0080159092,.0016042439,1.2352941,1.2941177,1.1764706,1.2941177,0,0,0,0,0,-.33233267
43186,.45766222,.39993376,1,.41176471,-1,1,-1,1,0,0,0,0,0,0,0,0,0,.057728469
43186,,0,,0,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
43195,.64256936,,,,.1770933,.031362034,.0055540064,.00098357734,14,14,.56169873,.63461536,1,.1770933,.031362034,.0055540064,.00098357734,
43195,.69053715,.58854663,1,1,.28515539,.081313595,.02318701,.0066119004,15,15,0,0,1,.28515539,.081313595,.02318701,.0066119004,.10199052
43195,.72388935,.64256936,1,1,.38107434,.14521766,.055338722,.021088166,16,16,0,1,1,.38107434,.14521766,.055338722,.021088166,.081319988
43195,.61979479,.69053715,1,1,.4477787,.20050576,.089782208,.040202562,17,17,0,0,1,.4477787,.20050576,.089782208,.040202562,-.070742369
43195,,.72388935,,1,.23958954,.057403147,.013753194,.0032951215,18,18,0,0,1,.23958954,.057403147,.013753194,.0032951215,
43196,.66072619,,,,.26149523,.06837976,.01788098,.0046757911,2,2,1.513369,1.6131908,1,.26149523,.06837976,.01788098,.0046757911,
43196,.65574032,.63074762,1,1,.32145238,.10333163,.033216201,.010677426,3,3,0,0,1,.32145238,.10333163,.033216201,.010677426,.024992704
43196,.45766222,.66072619,1,1,.31148064,.097020186,.030219911,.0094129173,0,0,0,2,1,.31148064,.097020186,.030219911,.0094129173,-.20306396
43196,,.65574032,,1,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
43206,.61247247,,,,.16549733,.027389368,.0045328671,.00075017742,0,0,1.513369,1.6131908,1,.16549733,.027389368,.0045328671,.00075017742,
43206,.64993697,.55050462,1,1,.22494495,.050600231,.011382266,.0025603834,1,1,0,1,1,.22494495,.050600231,.011382266,.0025603834,.099432349
43206,.45766222,.61247247,1,1,.29987392,.089924365,.026965972,.0080863917,2,2,0,0,1,.29987392,.089924365,.026965972,.0080863917,-.15481025
43206,,.64993697,,1,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
43216,0,,,,-.015592819,.000243136,-3.7911757e-06,5.9115116e-08,.95454544,1,1.513369,1.6131908,0,0,0,0,0,
43216,0,.47770447,1,.45454547,-1,1,-1,1,0,0,0,0,0,0,0,0,0,-.47770447
43216,.2524823,0,1,0,-1,1,-1,1,0,0,1,1,0,0,0,0,0,.2524823
43216,,0,,0,-.49503541,.24506006,-.12131341,.060054433,0,0,2,2,0,0,0,0,0,
43226,.3664096,,,,-.14883846,.022152888,-.0032972016,.00049075042,0,0,1.513369,1.6131908,0,0,0,0,0,
43226,.38136858,.37083131,1,0,-.2671808,.071385577,-.019072857,.005095901,0,0,5,5,0,0,0,0,0,.010537267
43226,.45766222,.3664096,1,0,-.23726285,.056293659,-.013356393,.0031689759,0,0,6,6,0,0,0,0,0,.091252625
43226,,.38136858,,0,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
43236,.39993376,,,,.27402648,.075090513,.02057679,.0056385854,0,0,1.513369,1.6131908,1,.27402648,.075090513,.02057679,.0056385854,
43236,.73461187,.58532673,1,1,-.20013249,.040053014,-.0080159092,.0016042439,1.2352941,1.2941177,1.1764706,1.2941177,0,0,0,0,0,.14928514
43236,.45766222,.39993376,1,.41176471,.46922371,.22017089,.1033094,.048475221,1,1,0,0,1,.46922371,.22017089,.1033094,.048475221,.057728469
43236,,.73461187,,1,-.084153786,.0070818597,-.00059596531,.000050152739,.8888889,1.1111112,2,2,0,0,0,0,0,
44011,.9999063,,,,.99699616,.99400133,.99101555,.98803866,0,0,.2,.30000001,1,.99699616,.99400133,.99101555,.98803866,
44011,.99993271,.99828351,1,1,.9998126,.99962527,.99943793,.99925065,1,1,0,1,1,.9998126,.99962527,.99943793,.99925065,.0016492009
44011,,.9999063,,1,.99986541,.99973083,.9995963,.99946177,2,2,.2,.30000001,1,.99986541,.99973083,.9995963,.99946177,
44012,.83708674,,,,1,1,1,1,3,3,0,.033333335,1,1,1,1,1,
44012,.7868827,1,1,1,.67417347,.45450988,.30641851,.20657922,4,4,0,0,1,.67417347,.45450988,.30641851,.20657922,-.2131173
44012,1,.83708674,1,1,.5737654,.32920673,.18888743,.10837707,5,5,0,0,1,.5737654,.32920673,.18888743,.10837707,.16291326
44012,1,.7868827,1,1,1,1,1,1,6,6,0,0,1,1,1,1,1,.2131173
44012,,1,,1,1,1,1,1,0,0,0,.033333335,1,1,1,1,1,
44013,.722624,,,,.95619142,.91430205,.87424773,.83594823,1,1,.55000001,.60000002,1,.95619142,.91430205,.87424773,.83594823,
44013,.58014727,.97809571,1,1,.44524801,.19824579,.088268541,.039301392,2,2,0,0,1,.44524801,.19824579,.088268541,.039301392,-.39794844
44013,.68183863,.722624,1,1,.16068557,.025819853,.0041488777,.00066666474,3,3,0,0,1,.16068557,.025819853,.0041488777,.00066666474,-.040785372
44013,1,.58014727,1,1,.36367723,.13226113,.048100363,.017493006,4,4,0,0,1,.36367723,.13226113,.048100363,.017493006,.41985273
44013,,.68183863,,1,1,1,1,1,5,5,2,2,1,1,1,1,1,
44014,.86102092,,,,1,1,1,1,0,0,.15000001,.44999999,1,1,1,1,1,
44014,1,1,1,1,.72204185,.52134442,.37643248,.27180001,0,0,0,0,1,.72204185,.52134442,.37643248,.27180001,0
44014,1,.86102092,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,.13897908
44014,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,0
44014,,1,,1,1,1,1,1,3,3,.2,.80000001,1,1,1,1,1,
44015,.81584293,,,,.28143796,.079207323,.022291949,.0062738005,0,1,.5625,.83749998,1,.28143796,.079207323,.022291949,.0062738005,
44015,1,.640719,1,1,.63168585,.39902702,.25205973,.15922256,1,2,0,0,1,.63168585,.39902702,.25205973,.15922256,.359281
44015,.67003822,.81584293,1,1,1,1,1,1,2,3,0,0,1,1,1,1,1,-.1458047
44015,.71222591,1,1,1,.34007642,.11565197,.039330509,.013375378,3,4,0,0,1,.34007642,.11565197,.039330509,.013375378,-.28777409
44015,,.67003822,,1,.4244518,.18015933,.076468952,.032457385,4,5,0,0,1,.4244518,.18015933,.076468952,.032457385,
44016,.23448722,,,,-.15647045,.024483001,-.0038308662,.00059941731,0,0,1.8727273,2.2151515,0,0,0,0,0,
44016,.31790149,.42176476,1,0,-.53102553,.28198811,-.14974289,.079517297,0,0,1,1,0,0,0,0,0,-.10386327
44016,0,.23448722,1,0,-.36419702,.13263947,-.048306897,.017593227,0,0,2,2,0,0,0,0,0,-.23448722
44016,,.31790149,,0,-1,1,-1,1,0,0,3,3,0,0,0,0,0,
44021,1,,,,.99981487,.9996298,.99944472,.99925965,0,0,.2,.30000001,1,.99981487,.9996298,.99944472,.99925965,
44021,1,.99990743,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,.000092566013
44021,,1,,1,1,1,1,1,2,2,.2,.30000001,1,1,1,1,1,
44022,1,,,,1,1,1,1,3,3,0,.033333335,1,1,1,1,1,
44022,.99990308,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,-.000096917152
44022,1,1,1,1,.99980617,.99961239,.99941862,.9992249,1,1,0,0,1,.99980617,.99961239,.99941862,.9992249,0
44022,1,.99990308,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,.000096917152
44022,,1,,1,1,1,1,1,3,3,0,.033333335,1,1,1,1,1,
44023,.9996016,,,,.93408096,.87250721,.81499237,.76126885,4,4,.55000001,.60000002,1,.93408096,.87250721,.81499237,.76126885,
44023,1,.96249872,1,1,.99920321,.99840707,.99761152,.99681664,0,0,0,0,1,.99920321,.99840707,.99761152,.99681664,.037501276
44023,1,.9996016,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,.00039839745
44023,.91776043,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,-.082239568
44023,,1,,1,.83552086,.69809514,.58327305,.48733678,0,0,2,2,1,.83552086,.69809514,.58327305,.48733678,
44024,1,,,,1,1,1,1,1,1,.15000001,.44999999,1,1,1,1,1,
44024,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,0
44024,1,1,1,1,1,1,1,1,3,3,0,0,1,1,1,1,1,0
44024,.73592776,1,1,1,1,1,1,1,4,4,0,0,1,1,1,1,1,-.26407224
44024,,1,,1,.47185552,.22264764,.10505752,.049571969,0,0,.2,.80000001,1,.47185552,.22264764,.10505752,.049571969,
44025,1,,,,1,1,1,1,1,1,.5625,.83749998,1,1,1,1,1,
44025,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,0
44025,.6168853,1,1,1,1,1,1,1,3,3,0,0,1,1,1,1,1,-.3831147
44025,.73023969,1,1,1,.23377058,.054648682,.012775254,.0029864786,4,4,0,0,1,.23377058,.054648682,.012775254,.0029864786,-.26976031
44025,,.6168853,,1,.46047935,.21204123,.097640611,.044961482,5,5,0,0,1,.46047935,.21204123,.097640611,.044961482,
44026,.66169089,,,,.27394235,.075044408,.020557843,.0056316638,0,0,1.8727273,2.2151515,1,.27394235,.075044408,.020557843,.0056316638,
44026,.53966659,.63697118,1,1,.32338178,.10457578,.033817902,.010936094,1,1,0,0,1,.32338178,.10457578,.033817902,.010936094,-.097304583
44026,.56793046,.66169089,1,1,.079333216,.0062937592,.00049930415,.000039611405,2,2,0,0,1,.079333216,.0062937592,.00049930415,.000039611405,-.093760431
44026,,.53966659,,1,.13586092,.018458189,.0025077467,.00034070475,3,3,0,0,1,.13586092,.018458189,.0025077467,.00034070475,
44031,1,,,,1,1,1,1,0,0,.2,.30000001,1,1,1,1,1,
44031,.99987614,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,-.00012385845
44031,,1,,1,.99975228,.99950463,.99925703,.99900949,0,0,.2,.30000001,1,.99975228,.99950463,.99925703,.99900949,
44032,1,,,,1,1,1,1,1,1,0,.033333335,1,1,1,1,1,
44032,.99996132,1,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,-.000038683414
44032,1,1,1,1,.99992263,.99984527,.9997679,.99969059,3,3,0,0,1,.99992263,.99984527,.9997679,.99969059,0
44032,1,.99996132,1,1,1,1,1,1,4,4,0,0,1,1,1,1,1,.000038683414
44032,,1,,1,1,1,1,1,5,5,0,.033333335,1,1,1,1,1,
44033,.42550266,,,,.99992001,.99984002,.99976003,.9996801,6,6,.55000001,.60000002,1,.99992001,.99984002,.99976003,.9996801,
44033,.61155236,.99996001,1,1,-.14899468,.022199417,-.0033075949,.00049281406,0,0,0,0,0,0,0,0,0,-.38840765
44033,1,.42550266,1,0,.23308009,.054326329,.012662386,.0029513498,0,0,0,0,1,.23308009,.054326329,.012662386,.0029513498,.57449734
44033,1,.61155236,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,.38844764
44033,,1,,1,1,1,1,1,2,2,2,2,1,1,1,1,1,
44034,.87705976,,,,1,1,1,1,3,3,.15000001,.44999999,1,1,1,1,1,
44034,.88734609,1,1,1,.75411952,.56869626,.42886493,.32341543,4,4,0,0,1,.75411952,.56869626,.42886493,.32341543,-.11265391
44034,1,.87705976,1,1,.77469218,.60014796,.46492994,.36017758,5,5,0,0,1,.77469218,.60014796,.46492994,.36017758,.12294024
44034,1,.88734609,1,1,1,1,1,1,6,6,0,0,1,1,1,1,1,.11265391
44034,,1,,1,1,1,1,1,7,7,.2,.80000001,1,1,1,1,1,
44035,.81380659,,,,.41924441,.17576587,.073688857,.030893642,0,2,.5625,.83749998,1,.41924441,.17576587,.073688857,.030893642,
44035,.99742264,.7096222,1,1,.62761319,.39389831,.24721578,.15515588,1,3,0,0,1,.62761319,.39389831,.24721578,.15515588,.28780043
44035,1,.81380659,1,1,.99484527,.98971713,.98461539,.97953999,2,4,0,0,1,.99484527,.98971713,.98461539,.97953999,.18619341
44035,.63157666,.99742264,1,1,1,1,1,1,3,5,0,0,1,1,1,1,1,-.36584598
44035,,1,,1,.26315331,.069249667,.01822328,.0047955164,4,6,.75,1.25,1,.26315331,.069249667,.01822328,.0047955164,
44036,.34472311,,,,-.095192403,.0090615936,-.00086259487,.000082112478,5,7,1.8727273,2.2151515,0,0,0,0,0,
44036,.38893434,.45240381,1,0,-.31055379,.096443653,-.029950943,.0093013784,0,0,1,1,0,0,0,0,0,-.06346947
44036,0,.34472311,1,0,-.22213134,.049342334,-.010960478,.0024346658,0,0,2,2,0,0,0,0,0,-.34472311
44036,,.38893434,,0,-1,1,-1,1,0,0,3,3,0,0,0,0,0,
44041,1,,,,1,1,1,1,0,0,.2,.30000001,1,1,1,1,1,
44041,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
44041,,1,,1,1,1,1,1,2,2,.2,.30000001,1,1,1,1,1,
44042,1,,,,.9995414,.99908304,.99862486,.99816686,3,3,0,.033333335,1,.9995414,.99908304,.99862486,.99816686,
44042,1,.9997707,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,.00022929907
44042,.99994135,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,-.00005865097
44042,.99998128,1,1,1,.9998827,.9997654,.99964815,.99953085,2,2,0,0,1,.9998827,.9997654,.99964815,.99953085,-.000018715858
44042,,.99994135,,1,.99996257,.99992514,.9998877,.99985027,3,3,0,.033333335,1,.99996257,.99992514,.9998877,.99985027,
44043,.56917834,,,,1,1,1,1,4,4,.55000001,.60000002,1,1,1,1,1,
44043,.4983657,1,1,1,.13835669,.019142572,.0026485028,.00036643809,0,1,0,0,1,.13835669,.019142572,.0026485028,.00036643809,-.5016343
44043,.42477009,.56917834,1,1,-.0032685995,.000010683742,-3.4920877e-08,1.1414236e-10,1,2,0,0,0,0,0,0,0,-.14440826
44043,.34843194,.4983657,1,0,-.1504598,.02263815,-.0034061314,.00051248586,1,3,1,1,0,0,0,0,0,-.14993376
44043,,.42477009,,0,-.30313611,.091891505,-.027855633,.0084440485,0,0,2,2,0,0,0,0,0,
44044,.55079049,,,,-.51825798,.26859131,-.1391996,.072141305,0,0,.15000001,.44999999,0,0,0,0,0,
44044,.6831494,.24087103,1,0,.10158098,.010318695,.0010481831,.00010647547,0,0,4,4,1,.10158098,.010318695,.0010481831,.00010647547,.44227839
44044,.80912691,.55079049,1,1,.36629882,.13417482,.049148083,.018002884,1,1,0,0,1,.36629882,.13417482,.049148083,.018002884,.25833642
44044,.69433755,.6831494,1,1,.61825383,.38223779,.23631997,.14610574,2,2,0,0,1,.61825383,.38223779,.23631997,.14610574,.011188149
44044,,.80912691,,1,.38867509,.15106833,.058716498,.022821641,3,3,0,0,1,.38867509,.15106833,.058716498,.022821641,
44045,.4689638,,,,.54460502,.29659462,.16152692,.087968372,1.75,2.125,.5625,.83749998,1,.54460502,.29659462,.16152692,.087968372,
44045,.46772423,.77230138,1,.875,-.062072396,.0038529823,-.00023916386,.000014845473,4,4,0,0,0,0,0,0,0,-.30457714
44045,.60288697,.4689638,1,0,-.064551502,.0041668965,-.00026897943,.000017363027,0,1,1,1,0,0,0,0,0,.13392317
44045,.52431858,.46772423,1,0,.20577395,.04234292,.0087130694,.0017929227,0,2,2,2,1,.20577395,.04234292,.0087130694,.0017929227,.056594342
44045,,.60288697,,1,.048653454,.0023671587,.00011517044,5.6034396e-06,1,3,0,0,1,.048653454,.0023671587,.00011517044,5.6034396e-06,
44046,.42129681,,,,-.01069057,.00011428828,-1.2218069e-06,1.3061812e-08,0,0,1.8727273,2.2151515,0,0,0,0,0,
44046,.57761353,.49465472,1,0,-.15740642,.024776781,-.0039000243,.0006138889,0,0,1,2,0,0,0,0,0,.082958817
44046,.61068898,.42129681,1,0,.15522707,.024095442,.0037402648,.00058059033,2,2,0,0,1,.15522707,.024095442,.0037402648,.00058059033,.18939218
44046,,.57761353,,1,.22137794,.049008191,.010849332,.0024018029,3,3,0,0,1,.22137794,.049008191,.010849332,.0024018029,
44051,.99580806,,,,-.38244927,.14626744,-.055939876,.021394165,0,0,.2,.30000001,0,0,0,0,0,
44051,.99989861,.00047063438,1,1,.99382144,.98768103,.98157859,.97551388,1,1,1,1,1,.99382144,.98768103,.98157859,.97551388,.99942797
44051,,.99580806,,1,.99985808,.99971616,.9995743,.99943244,2,2,.2,.30000001,1,.99985808,.99971616,.9995743,.99943244,
44052,.64382422,,,,.99955916,.99911851,.99867809,.99823785,3,3,0,.033333335,1,.99955916,.99911851,.99867809,.99823785,
44052,.59201777,.99977362,1,1,.28766033,.082748465,.02380345,.0068473085,4,4,0,1,1,.28766033,.082748465,.02380345,.0068473085,-.40775585
44052,1,.64382422,1,1,.18404248,.033871636,.0062338198,.0011472877,5,5,0,0,1,.18404248,.033871636,.0062338198,.0011472877,.35617578
44052,.99661249,.59201777,1,1,1,1,1,1,6,6,0,0,1,1,1,1,1,.40459472
44052,,1,,1,.99322498,.98649585,.97981232,.9731741,7,7,0,.033333335,1,.99322498,.98649585,.97981232,.9731741,
44053,.54031664,,,,.11111519,.012346585,.0013718931,.00015243815,0,0,.55000001,.60000002,1,.11111519,.012346585,.0013718931,.00015243815,
44053,.39871329,.55555761,1,1,.080633253,.0065017217,.00052425492,.000042272382,1,1,0,1,1,.080633253,.0065017217,.00052425492,.000042272382,-.15684432
44053,.44357312,.54031664,1,1,-.20257342,.041035991,-.0083128009,.0016839525,0,0,0,0,0,0,0,0,0,-.096743524
44053,.42643902,.39871329,1,0,-.11285377,.012735972,-.0014373024,.00016220499,2,2,1,1,0,0,0,0,0,.027725726
44053,,.44357312,,0,-.147122,.021644881,-.0031844382,.00046850089,0,0,2,2,0,0,0,0,0,
44054,.71644002,,,,.056980371,.0032467628,.00018500174,.000010541468,0,1,.15000001,.44999999,1,.056980371,.0032467628,.00018500174,.000010541468,
44054,.66680551,.52849019,1,1,.43288001,.18738511,.081115268,.035113178,1,2,0,2,1,.43288001,.18738511,.081115268,.035113178,.13831532
44054,.75480527,.71644002,1,1,.33361101,.1112963,.037129674,.012386868,2,3,0,0,1,.33361101,.1112963,.037129674,.012386868,.038365245
44054,.74039596,.66680551,1,1,.50961053,.25970289,.13234733,.067445591,0,0,0,0,1,.50961053,.25970289,.13234733,.067445591,.073590457
44054,,.75480527,,1,.48079193,.23116088,.11114028,.053435352,1,1,0,0,1,.48079193,.23116088,.11114028,.053435352,
44055,1,,,,.54460502,.29659462,.16152692,.087968372,1.75,2.125,.5625,.83749998,1,.54460502,.29659462,.16152692,.087968372,
44055,.75311613,.77230138,1,.875,1,1,1,1,2,2,0,0,1,1,1,1,1,-.019185245
44055,.78197896,1,1,1,.50623226,.25627109,.1297327,.065674879,0,0,0,0,1,.50623226,.25627109,.1297327,.065674879,-.21802104
44055,.75590408,.75311613,1,1,.56395793,.31804854,.17936599,.10115488,1,1,0,0,1,.56395793,.31804854,.17936599,.10115488,.0027879477
44055,,.78197896,,1,.51182568,.26196551,.13408068,.068625934,2,2,0,1,1,.51182568,.26196551,.13408068,.068625934,
44056,.69129843,,,,.44267508,.19596124,.086747155,.038400803,3,3,1.8727273,2.2151515,1,.44267508,.19596124,.086747155,.038400803,
44056,1,.72133756,1,1,.38259688,.14638038,.056004673,.021427214,4,4,0,0,1,.38259688,.14638038,.056004673,.021427214,.27866244
44056,1,.69129843,1,1,1,1,1,1,5,5,0,0,1,1,1,1,1,.30870157
44056,,1,,1,1,1,1,1,6,6,2.8,3.0999999,1,1,1,1,1,
44061,1,,,,.99977887,.99955779,.99933672,.99911577,0,0,.2,.30000001,1,.99977887,.99955779,.99933672,.99911577,
44061,.99995536,.9998526,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,.00010275841
44061,,1,,1,.99991071,.99982142,.99973214,.99964291,2,2,.2,.30000001,1,.99991071,.99982142,.99973214,.99964291,
44062,1,,,,1,1,1,1,3,3,0,.033333335,1,1,1,1,1,
44062,1,1,1,1,1,1,1,1,4,4,0,0,1,1,1,1,1,0
44062,1,1,1,1,1,1,1,1,5,5,0,0,1,1,1,1,1,0
44062,1,1,1,1,1,1,1,1,6,6,0,0,1,1,1,1,1,0
44062,,1,,1,1,1,1,1,7,7,0,.033333335,1,1,1,1,1,
44063,1,,,,1,1,1,1,8,8,.55000001,.60000002,1,1,1,1,1,
44063,.67911518,1,1,1,1,1,1,1,5,5,0,0,1,1,1,1,1,-.32088482
44063,1,1,1,1,.35823038,.12832901,.045971349,.016468333,6,6,0,0,1,.35823038,.12832901,.045971349,.016468333,0
44063,1,.67911518,1,1,1,1,1,1,7,7,0,0,1,1,1,1,1,.32088482
44063,,1,,1,1,1,1,1,8,8,2,2,1,1,1,1,1,
44064,.51454031,,,,1,1,1,1,9,9,.15000001,.44999999,1,1,1,1,1,
44064,.5171144,1,1,1,.029080629,.00084568298,.000024592993,7.1517974e-07,10,10,0,0,1,.029080629,.00084568298,.000024592993,7.1517974e-07,-.4828856
44064,.45592806,.51454031,1,1,.034228832,.0011716129,.000040102939,1.3726768e-06,11,11,0,1,1,.034228832,.0011716129,.000040102939,1.3726768e-06,-.058612257
44064,.40943712,.5171144,1,1,-.088143855,.0077693393,-.00068481953,.000060362632,0,0,0,2,0,0,0,0,0,-.10767728
44064,,.45592806,,0,-.18112576,.032806542,-.0059421095,.0010762691,0,0,1,3,0,0,0,0,0,
44065,.30857182,,,,-.10542315,.011114041,-.0011716773,.00012352191,3,3,.5625,.83749998,0,0,0,0,0,
44065,.4045535,.44728398,1,0,-.38285637,.146579,-.056118704,.021485403,0,0,3,5,0,0,0,0,0,-.04273048
44065,.4108389,.30857182,1,0,-.19089296,.036440123,-.0069561633,.0013278826,0,0,4,6,0,0,0,0,0,.10226709
